state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,total_enrol,total_updates,vulnerability_score
BIHAR,SHEOHAR,304427329.0,2067.0,1184.0,11.0,417430612.0,12986.0,19696.0,468028597.0,2482.0,28998.0,3262.0,64162.0,19.66349984676678
BIHAR,SITAMARHI,1410018260.0,20679.0,18856.0,2697.0,1705178326.0,84925.0,97075.0,1898297269.0,12645.0,157203.0,42232.0,351848.0,8.33111547841735
BIHAR,SIWAN,2096596507.0,6149.0,9025.0,137.0,2867279143.0,52907.0,72897.0,3354415306.0,10600.0,113122.0,15311.0,249526.0,16.29610762800418
BIHAR,SUPAUL,1198378907.0,5691.0,4563.0,157.0,1590814924.0,47023.0,65347.0,1807130497.0,6449.0,100462.0,10411.0,219281.0,21.060411064156742
BIHAR,VAISHALI,1930486282.0,8257.0,9698.0,52.0,2479979729.0,72298.0,95862.0,2804106108.0,12462.0,143132.0,18007.0,323754.0,17.97834295868503
BIHAR,WEST CHAMPARAN,1079485278.0,11585.0,18070.0,783.0,1295871610.0,75467.0,91350.0,1477607023.0,17311.0,216078.0,30438.0,400206.0,13.147803804329971
CHANDIGARH,CHANDIGARH,136991522.0,2473.0,211.0,36.0,261866113.0,49166.0,25296.0,322756585.0,13132.0,70204.0,2720.0,157798.0,57.992649761117235
CHANDIGARH,MOHALI,0.0,0.0,0.0,0.0,843618.0,2.0,4.0,703015.0,0.0,5.0,0.0,11.0,11.0
CHANDIGARH,RUPNAGAR,480124.0,3.0,0.0,0.0,1920332.0,3.0,11.0,3360395.0,1.0,19.0,3.0,34.0,8.5
CHHATISGARH,RAIPUR,0.0,0.0,0.0,0.0,2469445.0,2.0,3.0,1975556.0,0.0,4.0,0.0,9.0,9.0
CHHATTISGARH,BALOD,242233217.0,1603.0,71.0,4.0,417291086.0,26841.0,54374.0,472769179.0,5704.0,54030.0,1678.0,140949.0,83.94818344252532
CHHATTISGARH,BALODA BAZAR,504569786.0,4349.0,562.0,33.0,745355831.0,53691.0,87056.0,813912574.0,8282.0,107988.0,4944.0,257017.0,51.97512639029323
CHHATTISGARH,BALRAMPUR,238144539.0,4593.0,1528.0,69.0,301776216.0,20113.0,32130.0,325140822.0,3542.0,56759.0,6190.0,112544.0,18.17864642222581
CHHATTISGARH,BASTAR,291071643.0,4794.0,1808.0,6.0,457640538.0,27648.0,66736.0,483815566.0,9378.0,70053.0,6608.0,173815.0,26.299742775003782
CHHATTISGARH,BEMETARA,242222814.0,2458.0,302.0,11.0,347365285.0,34486.0,77224.0,378820861.0,4199.0,54494.0,2771.0,170403.0,61.472943722943725
CHHATTISGARH,BIJAPUR,168606239.0,3601.0,1761.0,1362.0,243761200.0,10757.0,17127.0,251672487.0,1137.0,11910.0,6724.0,40931.0,6.08639405204461
CHHATTISGARH,BILASPUR,663610203.0,7490.0,1432.0,19.0,955337275.0,67405.0,127632.0,1092028362.0,12889.0,140452.0,8941.0,348378.0,38.95974055021248
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,143889639.0,1028.0,172.0,24.0,310998715.0,8064.0,19147.0,311002697.0,1408.0,4488.0,1224.0,33107.0,27.026122448979592
CHHATTISGARH,DANTEWADA,95931187.0,584.0,126.0,0.0,230932141.0,5327.0,13601.0,204719869.0,699.0,1699.0,710.0,21326.0,29.9943741209564
CHHATTISGARH,DHAMTARI,237954182.0,1876.0,89.0,3.0,524873271.0,26826.0,63452.0,522881201.0,3073.0,41640.0,1968.0,134991.0,68.55815134586085
CHHATTISGARH,DURG,507215018.0,3528.0,520.0,47.0,1036207638.0,76883.0,102968.0,1126450134.0,10565.0,66584.0,4095.0,257000.0,62.744140625
CHHATTISGARH,GARIYABAND,262221234.0,1307.0,229.0,6.0,686992958.0,16883.0,35205.0,711719599.0,1307.0,26292.0,1542.0,79687.0,51.644199611147116
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,42580168.0,115.0,20.0,5.0,99023621.0,679.0,1610.0,121303907.0,439.0,2986.0,140.0,5714.0,40.52482269503546
CHHATTISGARH,GAURELLA PENDRA MARWAHI,1485354.0,623.0,290.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,0.0,0.0
CHHATTISGARH,JANJGIR - CHAMPA,11895648.0,32.0,1.0,0.0,46591367.0,5.0,195.0,54522759.0,11.0,204.0,33.0,415.0,12.205882352941176
CHHATTISGARH,JANJGIR CHAMPA,12390530.0,21.0,4.0,0.0,79797319.0,21.0,171.0,88224024.0,5.0,231.0,25.0,428.0,16.46153846153846
CHHATTISGARH,JANJGIR-CHAMPA,543702692.0,4066.0,572.0,1.0,825708677.0,51955.0,128699.0,890636948.0,7192.0,104968.0,4639.0,292814.0,63.10646551724138
CHHATTISGARH,JASHPUR,352344193.0,1666.0,875.0,2.0,571188991.0,30250.0,44353.0,647611204.0,8700.0,62323.0,2543.0,145626.0,57.242924528301884
CHHATTISGARH,KABEERDHAM,99312917.0,860.0,92.0,3.0,143566174.0,16628.0,15889.0,169138582.0,3034.0,24067.0,955.0,59618.0,62.36192468619247
CHHATTISGARH,KANKER,297231838.0,1426.0,277.0,2.0,564265670.0,19607.0,33602.0,586016928.0,2867.0,25973.0,1705.0,82049.0,48.094372801875735
CHHATTISGARH,KAWARDHA,118996384.0,1884.0,257.0,1.0,173076463.0,23941.0,36850.0,192251427.0,4631.0,62369.0,2142.0,127791.0,59.631824545030334
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,62954194.0,183.0,63.0,0.0,72785743.0,132.0,903.0,185889207.0,641.0,5462.0,246.0,7138.0,28.898785425101213
CHHATTISGARH,KONDAGAON,182383053.0,1975.0,1054.0,9.0,290135317.0,17291.0,40055.0,303977862.0,4193.0,57771.0,3038.0,119310.0,39.25962487660414
CHHATTISGARH,KORBA,441507658.0,3040.0,489.0,13.0,738325040.0,32907.0,68967.0,796303007.0,6101.0,77273.0,3542.0,185248.0,52.28563364380469
CHHATTISGARH,KORIYA,242264382.0,1258.0,504.0,1.0,545745112.0,19055.0,41842.0,596481097.0,2301.0,29434.0,1763.0,92632.0,52.512471655328795
CHHATTISGARH,MAHASAMUND,227438472.0,2773.0,563.0,25.0,300432159.0,30360.0,69509.0,327573123.0,8593.0,126294.0,3361.0,234756.0,69.82629387269482
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,0.0,0.0,0.0,0.0,1492347.0,44.0,268.0,0.0,0.0,0.0,0.0,312.0,312.0
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,69662635.0,188.0,106.0,0.0,77616409.0,46.0,235.0,293528323.0,395.0,4718.0,294.0,5394.0,18.284745762711864
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,5899555.0,10.0,4.0,0.0,27528526.0,36.0,31.0,43749587.0,32.0,149.0,14.0,248.0,16.533333333333335
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,65862740.0,162.0,93.0,4.0,124856129.0,1060.0,3535.0,174009652.0,3477.0,16334.0,259.0,24406.0,93.86923076923077
CHHATTISGARH,MUNGELI,174331488.0,2600.0,355.0,2.0,274844450.0,28914.0,53653.0,294151876.0,3835.0,66729.0,2957.0,153131.0,51.7684246112238
CHHATTISGARH,NARAYANPUR,34626270.0,448.0,306.0,8.0,47485295.0,7156.0,15017.0,48473091.0,2057.0,14708.0,762.0,38938.0,51.032765399737876
CHHATTISGARH,RAIGARH,406955665.0,4294.0,625.0,37.0,692334241.0,39625.0,135001.0,752882327.0,5194.0,78242.0,4956.0,258062.0,52.06011700625378
CHHATTISGARH,RAIPUR,710404221.0,6205.0,779.0,57.0,1345761455.0,59735.0,132634.0,1453588698.0,12289.0,120718.0,7041.0,325376.0,46.20505538199375
CHHATTISGARH,RAJNANDGAON,366738901.0,3791.0,371.0,23.0,540282519.0,53657.0,100841.0,595347980.0,10303.0,137815.0,4185.0,302616.0,72.29240324892498
CHHATTISGARH,SAKTI,126895901.0,373.0,80.0,2.0,192822805.0,644.0,3380.0,358877002.0,967.0,8718.0,455.0,13709.0,30.06359649122807
CHHATTISGARH,SARANGARH-BILAIGARH,64809196.0,159.0,24.0,3.0,172174094.0,113.0,930.0,304030177.0,622.0,7433.0,186.0,9098.0,48.6524064171123
CHHATTISGARH,SUKMA,118587732.0,1256.0,804.0,119.0,165035468.0,13922.0,16217.0,176893293.0,1509.0,11237.0,2179.0,42885.0,19.672018348623855
CHHATTISGARH,SURAJPUR,285402373.0,2250.0,720.0,7.0,415673167.0,24586.0,47236.0,436554787.0,3394.0,38673.0,2977.0,113889.0,38.243451981195435
CHHATTISGARH,SURGUJA,294791231.0,2866.0,679.0,11.0,472237410.0,30222.0,52638.0,523921186.0,9129.0,106554.0,3556.0,198543.0,55.817542873207756
CHHATTISGARH,UTTAR BASTAR KANKER,209684560.0,718.0,162.0,8.0,552878462.0,7038.0,23263.0,547932721.0,1113.0,12455.0,888.0,43869.0,49.346456692913385
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,9509520.0,22.0,3.0,0.0,39622280.0,72.0,481.0,39622001.0,32.0,203.0,25.0,788.0,30.307692307692307
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,64189453.0,669.0,71.0,4.0,128773237.0,10791.0,16444.0,128773378.0,1310.0,4723.0,744.0,33268.0,44.65503355704698
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,22585084.0,70.0,10.0,8.0,51113503.0,550.0,1428.0,97075485.0,145.0,1544.0,88.0,3667.0,41.20224719101124
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,16244720.0,49.0,5.0,9.0,26546180.0,190.0,331.0,66960110.0,107.0,1580.0,63.0,2208.0,34.5
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,6525710.0,12.0,6.0,4.0,10151510.0,13.0,20.0,39880060.0,54.0,310.0,22.0,397.0,17.26086956521739
DAMAN & DIU,DAMAN,3565900.0,8.0,1.0,0.0,51111630.0,360.0,1052.0,47149420.0,23.0,354.0,9.0,1789.0,178.9
DAMAN & DIU,DIU,3988090.0,12.0,0.0,0.0,48943980.0,171.0,602.0,53656730.0,18.0,249.0,12.0,1040.0,80.0
DAMAN AND DIU,DAMAN,16244715.0,47.0,11.0,0.0,87959685.0,2411.0,1622.0,84393640.0,164.0,940.0,58.0,5137.0,87.0677966101695
DAMAN AND DIU,DIU,18490210.0,60.0,2.0,0.0,68883480.0,1804.0,926.0,71783600.0,70.0,378.0,62.0,3178.0,50.44444444444444
DARBHANGA,NEAR UNIVERSITY THANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692008.0,0.0,2.0,0.0,2.0,2.0
DELHI,CENTRAL DELHI,53467957.0,2761.0,993.0,193.0,82952858.0,23688.0,30372.0,91094262.0,4432.0,44615.0,3947.0,103107.0,26.11626139817629
DELHI,EAST DELHI,62629937.0,8055.0,2458.0,223.0,80460847.0,53829.0,68976.0,91138017.0,24960.0,162101.0,10736.0,309866.0,28.85964422091832
DELHI,NAJAFGARH,2751075.0,21.0,9.0,0.0,8583354.0,51.0,794.0,7813053.0,9.0,186.0,30.0,1040.0,33.54838709677419
DELHI,NEW DELHI,11771356.0,918.0,502.0,217.0,21892349.0,2501.0,2062.0,35204370.0,547.0,3514.0,1637.0,8624.0,5.264957264957265
DELHI,NORTH DELHI,32020905.0,3148.0,1230.0,81.0,37413130.0,25642.0,35188.0,42914619.0,9317.0,77583.0,4459.0,147730.0,33.12331838565022
DELHI,NORTH EAST,22786482.0,1328.0,408.0,2.0,27740121.0,2393.0,44227.0,29391651.0,360.0,11467.0,1738.0,58447.0,33.6095457159287
DELHI,NORTH EAST   *,110053.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
DELHI,NORTH EAST DELHI,34011554.0,8299.0,3749.0,65.0,41936919.0,77278.0,65818.0,45459190.0,25389.0,115759.0,12113.0,284244.0,23.464091134224862
DELHI,NORTH WEST DELHI,131408317.0,12395.0,3293.0,355.0,166078222.0,133575.0,191718.0,179504172.0,39744.0,274245.0,16043.0,639282.0,39.845549738219894
DELHI,SHAHDARA,22123921.0,1121.0,515.0,64.0,34121739.0,2658.0,5305.0,45899269.0,4681.0,23863.0,1700.0,36507.0,21.462081128747794
DELHI,SOUTH DELHI,144043563.0,10138.0,2780.0,477.0,189378731.0,96661.0,126275.0,208746173.0,20329.0,193160.0,13395.0,436425.0,32.578754852194685
DELHI,SOUTH EAST DELHI,4070925.0,46.0,9.0,5.0,6931575.0,239.0,343.0,9792225.0,124.0,1045.0,60.0,1751.0,28.704918032786885
DELHI,SOUTH WEST DELHI,152310149.0,6951.0,1945.0,359.0,226481717.0,66558.0,74969.0,257844608.0,19940.0,149759.0,9255.0,311226.0,33.624243733794295
DELHI,WEST DELHI,75269819.0,14000.0,4405.0,1009.0,94967896.0,71164.0,102078.0,111806177.0,25703.0,206102.0,19414.0,405047.0,20.862580479011076
GOA,BARDEZ,807014.0,2.0,0.0,0.0,13718174.0,9.0,31.0,11296331.0,2.0,29.0,2.0,71.0,23.666666666666668
GOA,BICHOLIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614020.0,0.0,4.0,0.0,4.0,4.0
GOA,NORTH GOA,358180109.0,1109.0,146.0,99.0,1249969248.0,18320.0,19451.0,1341915346.0,1713.0,17130.0,1354.0,56614.0,41.78154981549815
GOA,SOUTH GOA,257157593.0,805.0,108.0,64.0,925667145.0,15915.0,14669.0,1032654546.0,1560.0,14678.0,977.0,46822.0,47.875255623721884
GOA,TISWADI,0.0,0.0,0.0,0.0,806008.0,0.0,2.0,1612020.0,0.0,4.0,0.0,6.0,6.0
GUJARAT,AHMADABAD,273861976.0,4105.0,2322.0,240.0,924748615.0,958.0,14724.0,1033948620.0,320.0,7440.0,6667.0,23442.0,3.515596880623875
GUJARAT,AHMEDABAD,1508719879.0,12844.0,5679.0,607.0,2402344991.0,165891.0,239599.0,2666260384.0,31732.0,236152.0,19130.0,673374.0,35.19805551199624
GUJARAT,AMRELI,439106829.0,3460.0,587.0,246.0,933611562.0,33978.0,34536.0,1033395229.0,2578.0,25310.0,4293.0,96402.0,22.45039590125757
GUJARAT,ANAND,776930850.0,5616.0,828.0,536.0,1719877746.0,50966.0,62729.0,1796039518.0,3523.0,35626.0,6980.0,152844.0,21.894284486463256
GUJARAT,ARVALLI,254900676.0,1952.0,322.0,117.0,538550644.0,19089.0,10580.0,542383906.0,1810.0,6286.0,2391.0,37765.0,15.78804347826087
GUJARAT,BANAS KANTHA,58571640.0,5997.0,6719.0,782.0,84005894.0,59.0,488.0,88628146.0,33.0,440.0,13498.0,1020.0,0.07556115267797614
GUJARAT,BANASKANTHA,607377849.0,9944.0,5781.0,1635.0,848254189.0,74015.0,77742.0,913388124.0,9778.0,65429.0,17360.0,226964.0,13.073210068544439
GUJARAT,BHARUCH,529558991.0,3745.0,508.0,98.0,1141634166.0,38361.0,38017.0,1251111913.0,6975.0,42831.0,4351.0,126184.0,28.99448529411765
GUJARAT,BHAVNAGAR,674580760.0,8420.0,1309.0,445.0,1203664377.0,65784.0,75368.0,1317668259.0,6530.0,51332.0,10174.0,199014.0,19.55911547911548
GUJARAT,BOTAD,155588161.0,2302.0,474.0,171.0,317079629.0,10356.0,5900.0,337514242.0,1463.0,6082.0,2947.0,23801.0,8.073609226594302
GUJARAT,CHHOTAUDEPUR,208881716.0,2215.0,1303.0,589.0,424420580.0,18603.0,15199.0,449075821.0,1857.0,7774.0,4107.0,43433.0,10.572784810126583
GUJARAT,DAHOD,358056347.0,5341.0,3891.0,1277.0,467416109.0,60236.0,55439.0,498162284.0,4796.0,31140.0,10509.0,151611.0,14.425404376784016
GUJARAT,DANG,1578852.0,531.0,179.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,0.0,0.0
GUJARAT,DEVBHUMI DWARKA,211276239.0,1845.0,422.0,223.0,391125990.0,17817.0,7647.0,394364633.0,835.0,5751.0,2490.0,32050.0,12.866318747490967
GUJARAT,DOHAD,210541838.0,5003.0,7330.0,670.0,338193279.0,2168.0,13548.0,339743440.0,315.0,4897.0,13003.0,20928.0,1.6093509689326362
GUJARAT,GANDHINAGAR,461965442.0,4075.0,837.0,738.0,1027428859.0,33686.0,42878.0,1214769913.0,6930.0,57658.0,5650.0,141152.0,24.978233940895418
GUJARAT,GIR SOMNATH,274365795.0,4375.0,975.0,373.0,460625592.0,23900.0,12866.0,434920579.0,2323.0,9743.0,5723.0,48832.0,8.53109713487072
GUJARAT,JAMNAGAR,607721625.0,4998.0,799.0,281.0,1210301383.0,40890.0,40212.0,1309260898.0,4166.0,41553.0,6078.0,126821.0,20.86214837966771
GUJARAT,JUNAGADH,672428320.0,4876.0,568.0,92.0,1351561591.0,33995.0,68677.0,1399014026.0,3875.0,34170.0,5536.0,140717.0,25.413942568177713
GUJARAT,KACHCHH,658813169.0,6176.0,2605.0,521.0,1417454143.0,67370.0,56591.0,1538907992.0,7742.0,59047.0,9302.0,190750.0,20.504138449962376
GUJARAT,KHEDA,775176264.0,5826.0,1224.0,517.0,1502296178.0,49735.0,67426.0,1572033947.0,5991.0,46628.0,7567.0,169780.0,22.433932346723044
GUJARAT,MAHESANA,620891230.0,5289.0,908.0,293.0,1294552459.0,42954.0,56959.0,1381216973.0,6530.0,43687.0,6490.0,150130.0,23.128947773840704
GUJARAT,MAHISAGAR,243474771.0,2036.0,397.0,130.0,459359221.0,18042.0,12910.0,450776592.0,918.0,6589.0,2563.0,38459.0,14.999609984399376
GUJARAT,MORBI,179954123.0,5548.0,1803.0,653.0,272620846.0,21440.0,10439.0,284601775.0,3044.0,16755.0,8004.0,51678.0,6.455715178013741
GUJARAT,NARMADA,193224050.0,1155.0,96.0,29.0,376643584.0,15333.0,23865.0,389239442.0,2729.0,12028.0,1280.0,53955.0,42.11943793911007
GUJARAT,NAVSARI,372212801.0,2453.0,201.0,103.0,996519666.0,24168.0,21384.0,1138049908.0,5085.0,24517.0,2757.0,75154.0,27.249456127628715
GUJARAT,PANCH MAHALS,27629642.0,858.0,444.0,100.0,78603266.0,22.0,305.0,96903671.0,15.0,402.0,1402.0,744.0,0.5302922309337135
GUJARAT,PANCHMAHALS,469374430.0,4828.0,1122.0,329.0,884610061.0,39189.0,65579.0,897070067.0,3200.0,29270.0,6279.0,137238.0,21.853184713375796
GUJARAT,PATAN,369434682.0,6023.0,2228.0,716.0,646583452.0,35135.0,38814.0,671968607.0,3100.0,26459.0,8967.0,103508.0,11.54192685102587
GUJARAT,PORBANDAR,192042993.0,2006.0,332.0,181.0,371080928.0,14257.0,16728.0,417638191.0,1801.0,12822.0,2519.0,45608.0,18.098412698412698
GUJARAT,RAJKOT,740691419.0,12419.0,3732.0,919.0,1357458816.0,79522.0,89189.0,1470928105.0,10174.0,127426.0,17070.0,306311.0,17.943354226465935
GUJARAT,SABAR KANTHA,53662775.0,1083.0,1197.0,157.0,119977967.0,59.0,558.0,149492418.0,41.0,602.0,2437.0,1260.0,0.51681706316653
GUJARAT,SABARKANTHA,646212264.0,3603.0,1173.0,339.0,1279019941.0,37100.0,53287.0,1378293351.0,5607.0,38270.0,5115.0,134264.0,26.243940578577014
GUJARAT,SURAT,1171323784.0,18412.0,6399.0,658.0,2195340436.0,138828.0,142771.0,2456143122.0,35198.0,322384.0,25469.0,639181.0,25.095445622300748
GUJARAT,SURENDRA NAGAR,550613652.0,4853.0,1665.0,337.0,917357037.0,44699.0,51012.0,974868998.0,3636.0,35123.0,6855.0,134470.0,19.6134772462077
GUJARAT,SURENDRANAGAR,41889246.0,771.0,593.0,78.0,114772266.0,46.0,481.0,170076052.0,19.0,894.0,1442.0,1440.0,0.997920997920998
GUJARAT,TAPI,306912250.0,1856.0,205.0,151.0,618187175.0,16731.0,23294.0,605944063.0,2645.0,9545.0,2212.0,52215.0,23.59466787166742
GUJARAT,THE DANGS,88021942.0,1068.0,186.0,74.0,154334792.0,12787.0,15163.0,153150714.0,1477.0,5104.0,1328.0,34531.0,25.982693754702783
GUJARAT,VADODARA,1244846116.0,9306.0,2433.0,545.0,2223622315.0,72719.0,128698.0,2398403234.0,10942.0,89085.0,12284.0,301444.0,24.537566137566138
GUJARAT,VALSAD,507439523.0,5818.0,1406.0,224.0,1010140305.0,39767.0,44257.0,1073921997.0,8741.0,39602.0,7448.0,132367.0,17.769767754060947
HARYANA,AKHERA,0.0,0.0,0.0,0.0,122107.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
HARYANA,AMBALA,106261687.0,3063.0,122.0,33.0,202578508.0,26591.0,46165.0,210601976.0,3958.0,29284.0,3218.0,105998.0,32.92885989437713
HARYANA,BHIWANI,142858218.0,3321.0,152.0,16.0,267292992.0,37865.0,57760.0,283697227.0,4004.0,30276.0,3489.0,129905.0,37.222063037249285
HARYANA,CHARKHI DADRI,51900105.0,839.0,19.0,0.0,97678221.0,3023.0,6765.0,120315508.0,1698.0,10397.0,858.0,21883.0,25.474970896391152
HARYANA,FARIDABAD,98629165.0,12607.0,3225.0,323.0,144621421.0,58976.0,59975.0,163136646.0,19754.0,140801.0,16155.0,279506.0,17.300445654865065
HARYANA,FATEHABAD,71673551.0,2510.0,92.0,10.0,115953367.0,29864.0,39930.0,118455084.0,4592.0,37378.0,2612.0,111764.0,42.772292384232685
HARYANA,GURGAON,155764974.0,5417.0,1247.0,197.0,251073014.0,35245.0,35546.0,299405500.0,13524.0,105689.0,6861.0,190004.0,27.689303410084523
HARYANA,GURUGRAM,854114.0,1804.0,625.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,2636.0,0.0,0.0
HARYANA,HISAR,113672211.0,4927.0,289.0,18.0,185962507.0,53323.0,62544.0,190829693.0,6665.0,56541.0,5234.0,179073.0,34.20687679083095
HARYANA,JHAJJAR,100376883.0,2515.0,99.0,10.0,190589369.0,24917.0,31722.0,190451464.0,3763.0,28621.0,2624.0,89023.0,33.91352380952381
HARYANA,JHAJJAR *,124102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HARYANA,JIND,85001641.0,3729.0,92.0,0.0,115143530.0,34877.0,56391.0,123593112.0,4923.0,39090.0,3821.0,135281.0,35.39534275248561
HARYANA,KAITHAL,81896953.0,2894.0,85.0,12.0,123660798.0,34402.0,45534.0,131958489.0,4992.0,34982.0,2991.0,119910.0,40.07687165775401
HARYANA,KARNAL,109740904.0,3861.0,179.0,8.0,162695570.0,32424.0,61595.0,175769048.0,6828.0,42303.0,4048.0,143150.0,35.35440849592492
HARYANA,KURUKSHETRA,85210995.0,2315.0,78.0,11.0,136114289.0,23358.0,46634.0,140471375.0,3517.0,25192.0,2404.0,98701.0,41.03991683991684
HARYANA,MAHENDRAGARH,62495508.0,2575.0,155.0,24.0,83778879.0,20501.0,28331.0,85870103.0,3104.0,25430.0,2754.0,77366.0,28.08203266787659
HARYANA,MEWAT,52415042.0,6989.0,550.0,19.0,62186167.0,38268.0,30057.0,70006658.0,6364.0,60303.0,7558.0,134992.0,17.85844688450853
HARYANA,NUH,244616.0,1251.0,213.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0,0.0,0.0
HARYANA,PALWAL,49405922.0,4367.0,332.0,4.0,61512770.0,30617.0,28080.0,70594907.0,7265.0,61703.0,4703.0,127665.0,27.13966836734694
HARYANA,PANCHKULA,78002563.0,1287.0,92.0,5.0,169280302.0,18303.0,19066.0,201448124.0,5417.0,29001.0,1384.0,71787.0,51.83176895306859
HARYANA,PANIPAT,78342629.0,5498.0,543.0,47.0,133962989.0,31426.0,48347.0,144399830.0,9431.0,59653.0,6088.0,148857.0,24.44687140745607
HARYANA,REWARI,83907384.0,2329.0,150.0,6.0,153664039.0,24987.0,24745.0,164880842.0,6191.0,37840.0,2485.0,93763.0,37.71641190667739
HARYANA,ROHTAK,91952476.0,3161.0,191.0,61.0,166271871.0,25700.0,50270.0,174107529.0,4152.0,22379.0,3413.0,102501.0,30.02372583479789
HARYANA,SIRSA,92317643.0,3135.0,198.0,2.0,146730184.0,40642.0,56424.0,158990271.0,4976.0,50186.0,3335.0,152228.0,45.63189448441247
HARYANA,SONIPAT,144547057.0,4314.0,268.0,37.0,228896946.0,34624.0,50029.0,241092490.0,7748.0,52916.0,4619.0,145317.0,31.453896103896103
HARYANA,YAMUNA NAGAR,97702853.0,3278.0,110.0,8.0,152180365.0,33592.0,55136.0,162850397.0,6421.0,46460.0,3396.0,141609.0,41.68648807771563
HARYANA,YAMUNANAGAR,5265613.0,56.0,3.0,0.0,23752912.0,142.0,740.0,22949968.0,27.0,401.0,59.0,1310.0,21.833333333333332
HIMACHAL PRADESH,BILASPUR,110342523.0,985.0,14.0,0.0,323019876.0,9673.0,12233.0,290995934.0,932.0,5828.0,999.0,28666.0,28.666
HIMACHAL PRADESH,CHAMBA,140869230.0,1586.0,64.0,7.0,306071248.0,16275.0,17567.0,327932616.0,3354.0,16304.0,1657.0,53500.0,32.26779252110977
HIMACHAL PRADESH,HAMIRPUR,152305546.0,1181.0,16.0,1.0,546552040.0,11206.0,12613.0,459116018.0,883.0,6437.0,1198.0,31139.0,25.970809007506254
HIMACHAL PRADESH,KANGRA,441275438.0,3869.0,75.0,22.0,1240173637.0,44703.0,45210.0,1201820651.0,3693.0,30434.0,3966.0,124040.0,31.26796067557348
HIMACHAL PRADESH,KINNAUR,25816271.0,137.0,21.0,5.0,134244727.0,2221.0,2246.0,107567988.0,141.0,1028.0,163.0,5636.0,34.36585365853659
HIMACHAL PRADESH,KULLU,114416926.0,1022.0,111.0,106.0,302342776.0,11409.0,9839.0,319390498.0,1211.0,8391.0,1239.0,30850.0,24.879032258064516
HIMACHAL PRADESH,LAHAUL AND SPITI,522396.0,3.0,0.0,0.0,7633486.0,15.0,32.0,8880616.0,15.0,44.0,3.0,106.0,26.5
HIMACHAL PRADESH,LAHUL & SPITI,5552982.0,36.0,2.0,0.0,47938888.0,110.0,485.0,32892295.0,6.0,271.0,38.0,872.0,22.358974358974358
HIMACHAL PRADESH,LAHUL AND SPITI,5389939.0,31.0,1.0,0.0,51265480.0,557.0,208.0,29741922.0,70.0,163.0,32.0,998.0,30.242424242424242
HIMACHAL PRADESH,MANDI,263730361.0,2460.0,43.0,11.0,751110717.0,28869.0,34465.0,652314406.0,2289.0,14016.0,2514.0,79639.0,31.665606361829028
HIMACHAL PRADESH,SHIMLA,186914371.0,1488.0,161.0,21.0,633188722.0,19863.0,19864.0,613498255.0,1841.0,13901.0,1670.0,55469.0,33.19509275882705
HIMACHAL PRADESH,SIRMAUR,105339106.0,1510.0,67.0,7.0,206003095.0,15275.0,16178.0,204287541.0,2634.0,16784.0,1584.0,50871.0,32.09526813880126
HIMACHAL PRADESH,SOLAN,112084930.0,1105.0,65.0,6.0,324649813.0,16252.0,17317.0,282923277.0,1260.0,7723.0,1176.0,42552.0,36.152931180968565
HIMACHAL PRADESH,UNA,144222406.0,1226.0,21.0,0.0,435463666.0,15138.0,16411.0,367927890.0,1095.0,8466.0,1247.0,41110.0,32.94070512820513
JAIPUR,NEAR MEERA HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604032.0,0.0,2.0,0.0,2.0,2.0
JAMMU & KASHMIR,ANANTNAG,768937.0,3.0,1.0,0.0,1345294.0,5.0,2.0,2113652.0,0.0,11.0,4.0,18.0,3.6
JAMMU & KASHMIR,BADGAM,386822.0,0.0,2.0,0.0,1917988.0,5.0,5.0,953469.0,0.0,5.0,2.0,15.0,5.0
